thread_id,customer_text,historical_reply,true_intent,predicted_intent,should_escalate,predicted_escalate,retrieved_reply
1988,@SpotifyCares When I click a song nothing happens and the “shuffle” button shakes... I’ve recorded my screen to you...,@USER That's odd. Can you DM us your account's username and email address? We'll take a look backstage /KL,Audio Playback Failure,Audio Playback Failure,False,False,@USER Got it. Does logging out &gt; restarting your device &gt; logging back in again make any difference? /KM
1133,"@SpotifyCares Laptop Dell, windows 10, Google chrome, wifi 4g network, and another device moto g 5plus",@USER Thanks! Does using a different browser help? Keep us in the loop /KL,App Bug & Performance,App Bug & Performance,False,False,"@USER Got it. Does restarting your connection help at all? Also, are you getting the same result when you try using a different device? /NY"
1762,"@SpotifyCares Hey, I need help because I'm having some issues.","@USER Hey Gabriel! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what we can suggest /JI",App Bug & Performance,App Bug & Performance,False,False,"@USER Hey Varun, help's here! Could you let us know more about what's going on? We'll gladly lend a hand /JQ"
1930,@SpotifyCares iPhone 7+. iOS 11.1.2. Spotify 8.4.28.1104. Thank you.,"@USER Thanks for the info. Does logging out then back in help? If it doesn't, could you try restarting the device by holding Home + Lock for 10 seconds? Let us know how it goes /JS",App Bug & Performance,App Bug & Performance,False,False,@USER Thanks. Try restarting your device by holding Sleep/Wake + Lock buttons for 10 seconds. Does that help? /AP
23,@USER make the app available is south Africa plzzzzzz,@USER Hey there! We're launching in new countries as often as possible. Be sure to add your email at /JX,Content Availability,App Bug & Performance,False,False,@USER Hi there! We're launching in new countries as often as possible. Be sure to add your email at Fingers crossed we'll be with you soon /NJ
1476,@USER Where’s the JPN Ver. Of BOOMBAYAH 🤔,"@USER Hey Leo! We’d love to have all of their stuff available, but we have some info about content here: /SY",App Bug & Performance,App Bug & Performance,False,False,"@USER Got it. Can you let us know the devices, iOS, Windows, and Spotify versions you're using? We'll see what we can suggest /JE"
234,@USER your web player keeps freezing and won't play anything. Sooooo annoying. 😒,@USER Hey Liz! Can you let us know what internet browser you're using? We'll be right here waiting /KL,Audio Playback Failure,Audio Playback Failure,False,False,"@USER Hi Joel! Can you tell us which album that is? On the web player, click on the three dots &gt; Copy Album Link /NH"
1396,@SpotifyCares It also crashes when I lock my phone too! I have an LG x Power 2,@USER Sweet. Are you getting any specific error messages? A screenshot would come in handy /NS,App Bug & Performance,App Bug & Performance,False,False,@USER Hey there! Can you let us know the Android and Spotify versions you're using? We'll see what we can suggest /RH
1812,Perfect velvet isn't available in spotify ph yet????,@USER Hi there! Is this what you're looking for: /DD,Content Availability,Content Availability,False,False,@USER Hi there! Can you let us know which country you're in? We'll take a look /GT
1099,"@USER @SpotifyCares spotify, hello, good day, can u help me out? tried texting to 20600 too but nothing.","@USER Hey there! Don't worry, help's here. Can you DM us your account's email address or username? We'll take a look backstage /MT",App Bug & Performance,App Bug & Performance,False,False,@USER You're welcome! Let us know if you need anything else. We're always... 🙂 /BD
1537,"@USER @USER @USER @SpotifyCares Sorry for the incovenience but why the band ""Comme Restus"" is no longer avaliable in the spotify plataform?","@USER Hey there! Sometimes, content is temporarily removed because of licensing changes. Hopefully, we'll have it available again soon. There's more info here: 🙂 /JI",App Bug & Performance,App Bug & Performance,False,False,"@USER Hey! That's odd. What device, OS, and Spotify version are you using? Also, how long has this been happening for? /CB"
1574,Is there a reason why I have to keep opening the app to control Spotify? As oppose to doing it from the ios home screen @SpotifyCares,@USER Hey there! Which iOS and Spotify version are you running? We'll see what we can suggest /MA,App Bug & Performance,App Bug & Performance,False,False,@USER Hey Gabriel! Can you try logging out &gt; restarting your device &gt; logging back in to see if it helps? Keep us posted /AR
1312,@USER when are you updating the iOS app for iPhone X?,"@USER Hey! We don't have any info to share about this right now, but we’re working on it as we speak. Stay tuned /NQ",App Bug & Performance,App Bug & Performance,False,False,"@USER Hey! Which device, operating system, and version of Spotify are you using? We'd love to help /M"
601,"Hi @SpotifyCares what do you think of ""Anywhere"" by @USER? I'd love to hear it from ""Today's Top Hits"". I'm looking forward! X","@USER Thanks for the feedback! Our Curation team's independent &amp; use data and trends to create playlists, but we'll pass on your thoughts /DR",App Bug & Performance,App Bug & Performance,False,False,"@USER Hey there! Is there something you need our help with? If so, let us know and we'll take a look 🙂 /VK"
890,"@SpotifyCares hey my play.spotify isnt working. the play button refuses to work and its my account that doesnt work, tried on more pc's","@USER Hi! Can you let us know the device make and model, operating system, and Spotify version you're using? We'll see what we can suggest /GK",Account & Login Access,Audio Playback Failure,True,False,@USER We're glad to hear you want to join the band! Head here to apply: /LO
323,@USER Do existing subscribers get this deal? It’d be nice!,"@USER Hey Michael, helps here! This offer is for new subscribers, and subscribers who haven't taken part in any other offers. For more info on our current offers, head here: If you ever need anything else, just shout and we'll come running 🏃 /ZO",App Bug & Performance,App Bug & Performance,False,False,@USER Hi Serein! The full-screen version of the cover art is available on the desktop app. Just click the arrow icon beside the volume bar /MU
929,My music is constantly stopping and it’s pissing me off what is it my phone or the app @USER @USER,"@USER Hi Deyra. Don't worry, we'll look into this. Can you tell us what phone, operating system, and app version you're using? We'll see what we can suggest /JU",App Bug & Performance,App Bug & Performance,False,False,@USER Hey there! We understand - we’re working on it as we speak. Stay tuned /CG
6,@SpotifyCares No it’s hasn’t. I’ve tried it multiple times,"@USER Hmm. Is this happening over WiFi, mobile data, or offline mode? We'll take a closer look /JE",App Bug & Performance,App Bug & Performance,False,False,"@USER Thanks for letting us know. Does it happen over 3G/4G, WiFi, or both? /SY"
1953,@SpotifyCares I’m using IOS 11.1.1 and spotify version was the photo attached. The reputation album of taylor swift only contains ..ready for it and look what you made me do.,"@USER 2: For now, check out the singles: Hope this clears things up /AY",App Bug & Performance,App Bug & Performance,False,False,"@USER Hey! We’ll have it available to you as soon as it’s available to us! For now, check out the singles: /BD"
1478,"@SpotifyCares Hey, the sound from the ads keeps playing over my music. Any way I can stop this?",@USER Hey there! Can you let us know which device and operating system you're using? We'll see what we can suggest /NQ,Audio Playback Failure,Audio Playback Failure,False,False,"@USER On your mobile device, you should be able to turn off this feature by going to Settings &gt; Stranger Things Mode. Hope this helps /AR"
1793,@SpotifyCares can u give me a premium acc on spotify,"@USER We're afraid that's not possible right now. In the meantime, check out Premium for Family here: Hope this helps /LP",Billing & Subscription,Billing & Subscription,True,True,"@USER Hey there. Right now, this offer's for new subscribers who haven't used Spotify Premium before. Stay tuned for more deals for existing Premium subscribers, though /LJ"
