thread_id,customer_text,historical_reply,true_intent,predicted_intent,should_escalate,predicted_escalate,escalation_reason,draft_reply
1931,"@SpotifyCares Hi, my account has been hacked - email address and password changed. I need to revert this back ASAP. I received the email about the change 1 hour ago","@USER Hey there, we’re sorry to hear that. Check out for what to do next /NQ",Account & Login Access,Account & Login Access,True,True,"The user reports a security breach involving unauthorized changes to their account credentials, which requires immediate human intervention.",We're so sorry to hear this! Security is our top priority. We've flagged this for our security team to review and help you secure your account immediately. Please check your email for next steps. /AI
1161,@SpotifyCares any idea when the French podcast section will be live on your platform?,"@USER Hey! We're afraid we don't have any info on this, but we'll let the right team know it's something you'd like to see /NJ",Feature Request & Feedback,Content Availability,False,False,This is a general inquiry about content availability and does not meet the criteria for escalation.,"Hey there! We're always working to expand our catalog, but we don't have a specific timeline for new regional sections yet. Keep an eye on our app for updates! 🎧 /AI"
1794,@SpotifyCares You guys basically did the same.... “if and when”,"@USER We don't have any more info on this right now, but we'll let the right team know it's something you'd like to see /QI",App Bug & Performance,Feature Request & Feedback,False,False,"The user is expressing frustration about a vague timeline for a feature or fix, which falls under feedback and does not require immediate human escalation.",We hear you! We know waiting is tough. We're working hard to get things sorted out as quickly as possible. Thanks for your patience! 🎧 /AI
1470,@USER you have a defect on iOS app where bottom menu disappears and oh man is it annoying!!,"@USER Hey Mark! What device, OS, and Spotify version are you using? A screenshot will come in handy too. We'll see what we can suggest /MC",App Bug & Performance,App Bug & Performance,False,False,This is a UI bug that can be addressed through standard troubleshooting steps.,"Yikes, that sounds super frustrating! 😩 Please try restarting the app or updating to the latest version. If it persists, let us know your iOS version so we can dig deeper. /AI"
644,@SpotifyCares I think it works on faster speeds? Idk the search bar has been kind of wonky lately,"@USER We understand. Can you try using a different internet connection, and see if it makes a difference? /GU",App Bug & Performance,App Bug & Performance,False,False,"The user is reporting a UI performance issue with the search bar, which is an auto-resolvable app bug.",Thanks for the heads up! We're looking into those search bar quirks to get things running smoother for you. 🎧 /AI
435,@USER @USER Your crappy app just downloaded heaps of songs on cellular data despite it being disabled in the app and used all my data. Wtf. Very angry.,"@USER Hey, that doesn't sound right. Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RH",Playlist & Library Sync,App Bug & Performance,False,False,"The issue is a technical bug regarding data usage settings, which falls under auto-resolvable app performance issues.","We're really sorry about that unexpected data usage! That's definitely not the experience we want for you. Please check your app settings to ensure 'Download over cellular' is off, and let us know if it happens again so we can investigate. /AI"
1342,"@USER I can't get spotify to play any songs. I was playing one, tried to skip it but then it just wouldn't play any songs at all.","@USER Hey Melanie, help's here. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL",Audio Playback Failure,Audio Playback Failure,False,False,This is a standard playback issue that can be resolved with troubleshooting steps.,"Hey! That's super frustrating. 🎧 Try restarting the app or your device first. If that doesn't work, check your internet connection. Let us know if it's still stuck! /AI"
1022,". @USER it's 2017, add an easily accessible sleep timer to your damn app already. Sincerely, every user. #SleepSpotifySleep #UpAllNight",@USER Hey! A sleep timer is a great idea. Help make it happen by adding support here: /NQ,App Bug & Performance,Feature Request & Feedback,False,False,"This is a standard feature request regarding app functionality, not a critical issue requiring human intervention.",We hear you loud and clear! 📝 We've passed this feedback along to our product team to see what we can do. Thanks for the shout-out! /AI
810,@SpotifyCares 💚you care. Thank you!,"@USER We sure do! In fact, we'd say... 💚 /TB",App Bug & Performance,Feature Request & Feedback,False,False,"The user is expressing gratitude and positive sentiment, requiring no escalation.","Aww, thank you! We appreciate the love. 💚 /AI"
1811,I still hate the fact that irresistible is not on spotify that song deserves better,@USER Hi there! Thanks for sharing your thoughts. Could you let us know the artist for this track? We'll take a look backstage /LP,Content Availability,Content Availability,False,False,"This is a standard content availability issue regarding a specific song not being in the catalog, which is handled automatically.",We hear you! It's always tough when a favorite track isn't available due to licensing. We've passed your feedback along to the team. 🎧 /AI
1872,@SpotifyCares Version 8.4 Samsung Galaxy S8,"@USER Thanks for that info. Does logging out, restarting your device, and logging back into Spotify help? Keep us posted /JI",App Bug & Performance,App Bug & Performance,False,False,"User provided app version and device details, likely for troubleshooting a technical issue.",Thanks for the details! We're looking into any issues with version 8.4 on the Galaxy S8. Is there a specific error or crash you're seeing? /AI
1316,"@SpotifyCares (2/2) and I now have access to a new streaming chan called ""Web Player (Firefox)"", yet I don't have Firefox on my mac. Help me","@USER Hey Romain! Don't worry, we're here to help. Can you let us know OS X version you have installed? We'll see what we can suggest /MT",Audio Playback Failure,App Bug & Performance,False,False,This is a technical display issue within the app settings that can be resolved with troubleshooting steps.,"Whoa, that’s definitely a glitch! 🤯 Try logging out and back in, or clearing your browser cache to see if that phantom device disappears. If it’s still there, let us know! /AI"
939,@USER are you having tech issues rn? I cannot connect,"@USER Hey Jay! Could you let us know your device's make/model, operating system, and Spotify version? We'll see what we can suggest /GU",App Bug & Performance,Account & Login Access,False,True,"The user is reporting an inability to connect or sign in, which requires manual account verification.",Hey! Sorry you're having trouble connecting. Let's get a specialist to check your account status and get you back up and running. /AI
292,@USER is your app available to download on an Apple Watch?,"@USER Hi Gracie! Although the app is not currently available for the Apple Watch, be sure to check out the official idea and add your vote to let our devs know it's something you'd like to see: 🙂 /JI",Playlist & Library Sync,Feature Request & Feedback,False,False,"This is a general inquiry about platform availability and potential feature request, not a critical issue requiring human escalation.","Hey there! While you can't download the full app to your Apple Watch yet, you can definitely control Spotify from your phone or use the Watch app to manage playback if you have a compatible device. We're always working on new ways to keep the music flowing! 🎧 /AI"
542,"@SpotifyCares Ok sorry. The question was if you plan to release ""A triumph for Man"" with Mew. Best regards, Per",@USER Got it. What country is your account set to? We'll check things out /AY,Billing & Subscription,Content Availability,True,False,"The user is inquiring about the release of a specific track, which is a standard content availability question.","Hey Per! We're always adding new music, but we don't have a specific release date for that track yet. Keep an eye on your library for updates! 🎧 /AI"
505,"@SpotifyCares True but from the point of view of user interface, should automatically or at least add the button for refresh",@USER Thanks! It's great to hear your thoughts about having a refresh button. We'll be sure to forward your feedback to the right team /TQ,App Bug & Performance,Feature Request & Feedback,False,False,"This is a product suggestion regarding UI functionality, not a critical service outage or account issue.",Good shout! We've passed your suggestion to the product team to look into adding a manual refresh button. Thanks for helping us improve the app! 📝 /AI
1525,After less than a day of testing @USER I've run into so many limitations. Lack of a combined (local+streamed) library is a deal-breaker.,@USER Hey Indrek! You can sync your local music files to your Spotify account. More info here: Hope this helps /CX,Audio Playback Failure,Feature Request & Feedback,False,False,The user is providing product feedback regarding a missing feature rather than reporting a technical failure or billing issue.,Thanks for the honest feedback! We hear you on the local + streamed library gap and have passed this along to the team. We're always working to improve the experience. 🎧 /AI
1103,"Anyone else having issues connecting to @USER Phone says I'm offline, web just gives me spinning circle of death :(","@USER Hi Kathryn! Can you let us know your phone's operating system and Spotify version? Also, what browser are you using? /NY",Playlist & Library Sync,Account & Login Access,False,True,"The user is experiencing a persistent login/connectivity failure across multiple platforms, indicating a potential account access issue that requires manual investigation.","Hey! That sounds super frustrating. 😓 Since you're having trouble connecting on both phone and web, please DM us your account email so our team can take a closer look and get you back online. /AI"
538,Thor OST please @USER,"@USER Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /WW",App Bug & Performance,Content Availability,False,False,The user is inquiring about the availability of a specific soundtrack in the catalog.,"Hey! We're always adding new music, but the Thor OST might not be in our catalog yet. Keep an eye out for updates! 🎬 /AI"
1529,"@USER Hi! I recieved a gift card, but somehow I can't redeem it. #help","@USER Hey Nadi! Can you DM us your account's username or email address, and the code you're trying to redeem? We'll see what we can suggest /AP",Billing & Subscription,Billing & Subscription,True,True,Gift card redemption issues involve billing and account credit adjustments which require manual verification.,Hey there! Sorry about the trouble with your gift card. 🎁 I've flagged this for our billing team to look into so we can get that credit sorted for you. /AI
1197,"@USER why did you change the order of the songs in the playlist ""This is: Deadmau5""? It was good as it was.",@USER Hey! Thanks for the feedback. We'll make sure to pass on your feedback to our Curation team. Let us know if there's anything else /RC,Audio Playback Failure,Feature Request & Feedback,False,False,This is a complaint about algorithmic curation rather than a technical failure or account issue.,"Hey! We hear you. The 'This is' playlists are auto-generated, so the order can shift as we update the algorithm to keep things fresh. Thanks for the feedback on the Deadmau5 one! 🎧 /AI"
877,"Hey @USER, you might wanna improve some parts of your Android app's sign-in UI",@USER Hey there! Thanks for sharing your thoughts. Could you DM us your account's username or email address? We'd love to lend a hand /LP,Feature Request & Feedback,Feature Request & Feedback,False,False,"This is general product feedback regarding UI design, not a critical account access failure.","Thanks for the heads-up! We're always looking to polish the experience, so I've passed this along to the team. 🎧 /AI"
1838,"Arrgh, #spotify web player threw me out and now the login on any as a whole seem broken. @USER @USER","@USER Hey Tom! That doesn't sound good. Can you try restarting your device, then log out and back in? Let us know how it goes /AU",Account & Login Access,Account & Login Access,True,True,"The user is experiencing a complete login failure across platforms, which requires manual account verification and support.","Hey there! That sounds incredibly frustrating. Since you're locked out everywhere, our human team needs to step in to get you back in. I've flagged this for immediate review. /AI"
1195,"@SpotifyCares Hmmmm, seems I cannot pick a Bewerbung password. Incorrect token. 🤔",@USER We're afraid this is something for our Accounts team. We'd suggest following the steps on the link we sent above. Hope that helps /AC,Account & Login Access,Account & Login Access,True,True,The user is experiencing a login or authentication error that requires manual account review.,"Hey there! Sorry to hear you're stuck on that password issue. Since it's giving you a token error, our human team needs to take a look to get you back in. I've flagged this for them! 🛠️ /AI"
817,"@SpotifyCares no messaged or anything it just won't play any songs,I've tried restarting computer logging out both off my phone and laptop.",@USER Can you try clearing your browser's cache and cookies? Let us know if that makes a difference /RH,Audio Playback Failure,Audio Playback Failure,False,False,This is a standard playback issue that can be resolved with troubleshooting steps.,"Hey! Sorry to hear your music is stuck. Since restarting didn't work, try clearing the cache in Settings > Storage, or check if another app is using the audio device. Let us know if that helps! 🎧 /AI"
741,@SpotifyCares I’ve tried that and I get nowhere. They don’t address my issues and ignore what I say. You aren’t doing anything to help either.,"@USER 2: Give us the head's up when you have, and we'll be sure to get this chased up /K",App Bug & Performance,Account & Login Access,False,True,"The user expresses extreme frustration and claims previous support attempts were ignored, indicating a potential churn threat or unresolved critical issue.","I’m really sorry to hear you’ve had such a frustrating experience. I want to make sure this gets the attention it needs, so I’m escalating your case to a senior specialist who can dig deeper. /AI"
283,"i hate that i always find myself googling @USER / @SpotifyCares problems and for various things, there are multiple posts over the years but no features are added. currently, blocking - just an inconvenience for me, but some seem to have a real need for it? Just seems weird","@USER Hey, sorry to hear that! We'd love to help out. Can you let us know what's happening exactly? We'll see what we can suggest /MU",Feature Request & Feedback,Feature Request & Feedback,False,False,"This is a product feedback request regarding a missing feature, not a technical failure or account issue.","We hear you! We know the lack of a block feature can be frustrating, especially when you've been asking for it for a while. We've passed your feedback along to the team so they can keep it in mind for future updates. Thanks for sticking with us! 🎧 /AI"
1043,So @USER @SpotifyCares really hasn't fix this glitch 😒 Fifth Harmony losing Streams D*mmit,"@USER Hi! To make sure we're on the same page, can you tell us what's happening exactly? Does this happen with any devices you play this on? /CO",Audio Playback Failure,Playlist & Library Sync,False,False,"The user is reporting a technical glitch regarding missing streams or sync issues, which falls under auto-resolvable categories.","Hey! Sorry to hear Fifth Harmony's streams are acting up. 😒 Could you try clearing your cache or re-downloading the tracks? If it persists, let us know! /AI"
1010,"@SpotifyCares hi there, I can’t seem to change my card details to continue premium account","@USER Hey, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /RS",Billing & Subscription,Billing & Subscription,True,True,"The user is unable to update payment methods, which requires manual intervention to prevent service interruption.",Hey! Sorry you're having trouble updating your card. I've flagged this for our billing team to help you get that sorted out so you don't lose access. /AI
186,Long term @USER premium user here. Is there any timeline to integrate lyrics in the app? I'd put up with an ad for this feature.,"@USER Hey there! Can you tell us what device, operating system, and version of Spotify you're using? We'll see what we can suggest /SY",Billing & Subscription,Feature Request & Feedback,True,False,This is a standard feature request without urgent issues or billing disputes.,Hey! We hear you loud and clear. We've passed your feedback along to the team—lyrics are a big one for many of us! 🎤 /AI
1547,Far out I actually can’t believe how glitchy my Spotify is being lately... plz get it together @USER,"@USER Hey Sam! That doesn't sound good. Can you let us know what's happening exactly? Also, which device/OS and Spotify version are you using? /YM",App Bug & Performance,App Bug & Performance,False,False,General performance complaint without specific account or billing issues.,We hear you! Glitches are no fun. Try restarting the app or checking for updates to smooth things out. 🎧 /AI
96,@USER @USER @USER @USER @SpotifyCares - Please work together and get Spotify's playlists working on Roku. K thx bye.,"@USER Hey there. We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /QI",Audio Playback Failure,App Bug & Performance,False,False,This is a technical performance issue with a specific device integration that can be addressed with troubleshooting steps.,"Hey! Sorry the Roku app is acting up. Try restarting your Roku device and checking for app updates. If it’s still glitchy, let us know! 📺 /AI"
1763,Okay @USER. How the hell does my music KEEP getting paused even after changing my Facebook password AND using the log out everywhere?,"@USER Hey, help's here. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL",Account & Login Access,Account & Login Access,True,True,"The user is experiencing persistent playback interruptions linked to account security measures, indicating a potential account compromise or sync conflict that requires manual investigation.","That sounds incredibly frustrating, and I'm sorry you're dealing with this. Since you've already tried resetting your password and logging out everywhere, this might be a deeper account security issue. I'm escalating this to our security team to take a closer look and get your music playing smoothly again. /AI"
224,"@SpotifyCares Nine of that applies to me, at least not that i know of. My sd card works with everything else.","@USER Thanks for the info. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /NY",App Bug & Performance,App Bug & Performance,False,False,"The user is reporting a technical compatibility issue with an SD card, which is a standard app performance or bug scenario.","That’s frustrating! Since it works elsewhere, it might be a specific compatibility quirk. Try clearing the app cache or reinstalling to see if that fixes it. /AI"
313,Hi! I am currently using a Galaxy S6 edge+ and vERSION 8.4.26.770 ARMv7. I updated the app not too long ago. I have the same issue on my desktop app and on the website.,@USER Thanks. Can you send us a screenshot of the tracks that are grayed out? We'll check them out /NY,App Bug & Performance,App Bug & Performance,False,False,The user is reporting a technical issue across multiple platforms without mentioning account access or billing problems.,"Hey there! Sorry to hear you're running into trouble on all your devices. Could you let us know exactly what’s happening (crashing, freezing, or something else)? That’ll help us fix it for you. /AI"
1285,"Hey @SpotifyCares, an important question...if I upgrade to the family plan today, will I be billed today or at the usual time of the month? Thanks!",@USER Hi! Your billing date will be moved a few days earlier. This is to make up for the difference in price. Hope this info helps 🙂 /DR,Billing & Subscription,Billing & Subscription,True,True,The user is inquiring about specific billing timing and potential immediate charges associated with a plan change.,"Hey there! Thanks for reaching out. Plan changes can sometimes trigger a prorated charge immediately, but it depends on your specific billing cycle. To give you the exact details for your account, I've flagged this for our billing team to check. Hang tight! /AI"
327,@SpotifyCares My Windows version is 10586 (the Spotify version I don't know),@USER Got it. Can you check your current Spotify version by clicking Help &gt; About Spotify? We'll be right here waiting /KB,App Bug & Performance,App Bug & Performance,False,False,"User is reporting a potential compatibility issue with an outdated Windows version, which is a technical support matter.","Hey! Windows 10586 is pretty old, so that might be why things are acting up. Try updating your OS or reinstalling the latest Spotify app to see if that helps. Let us know if it still glitches out! 🎧 /AI"
1622,@SpotifyCares Help,"@USER Hey Arron, help's here! How long has this been happening? Can you try restarting the app, then logging back in? Let us know how it goes /SJ",App Bug & Performance,Account & Login Access,False,True,"The user's request is too vague to categorize, so it is escalated to a human agent for clarification.",Hey there! We're here to help. Could you give us a bit more detail about what's going on? /AI
1393,"@SpotifyCares What keywords besides ""playlist"", ""playlists"", + ""song"" would I use?","@USER We suggest using keywords similar to those used in the suggested idea. If you need anything else, give us a shout /RB",Audio Playback Failure,Feature Request & Feedback,False,False,"The user is asking for search tips or providing feedback on search functionality, which does not require escalation.","Hey! Try keywords like 'track', 'album', 'artist', 'genre', or 'mood' to broaden your search. 🎧 /AI"
1221,"@SpotifyCares um, poor algorithmic music selection?","@USER Sorry for the confusion. Is this happening on your Discover Weekly, Daily Mixes, or other suggested content? /JP",App Bug & Performance,Feature Request & Feedback,False,False,"This is a general product feedback regarding the recommendation algorithm, which is handled by the product team and does not require immediate support escalation.",We hear you! We're always tweaking the algorithm to get it right. Thanks for the feedback! 🎧 /AI
130,@SpotifyCares Sure it’s an iPhone 6s on iOS 11.1.1 and version 8.4.26.793 I’m on a Premium Account as well,"@USER Thanks for the info. Can you try logging out, restarting your device by holding Home + Lock for 10 seconds, then logging back in? /PB",Billing & Subscription,App Bug & Performance,True,False,"The user is providing technical details for a likely app performance issue on an older device, which can be handled via standard troubleshooting.","Thanks for the details! Since you're on an older iOS version, that might be causing some hiccups. Try updating your iPhone if possible, or let us know exactly what's going wrong (crashing, freezing, etc.) so we can help you out. 📱 /AI"
788,@SpotifyCares is there a way to see recently deleted Shazams? Had a few duplicates and deleted one and now the original is gone,@USER Hey! This looks like something the folks at Shazam might be able to help out with. We'd suggest reaching out to them for more info /RH,Playlist & Library Sync,Feature Request & Feedback,False,False,This is a feature inquiry regarding data recovery which does not require human escalation.,"Hey! We don't currently have a 'recently deleted' bin for Shazams, so once they're gone, they're gone. 😔 We've passed this feedback to the team to see if we can add a recovery option in the future. /AI"
781,"hello @SpotifyCares Will you support Opera web browser for the web spotify too? I am sad to see that is only available on firefox, edge and google chrome 😭","@USER Hi! We currently don't have any info to share about this, but we'll pass your feedback on to the right team. Anything else, let us know /NY",Content Availability,Feature Request & Feedback,False,False,"This is a feature request regarding browser compatibility, which is handled by the product team and does not require immediate escalation.",Hey there! We hear you! 🎧 We've passed your feedback along to the team to look into adding Opera support. Thanks for letting us know! /AI
1220,Yoooo @USER got this lifting sanctions off Sudan wrong! I can't use the app without vpn for the 1st time in 2 years wtf,"@USER 1: Hey! We're afraid Spotify isn't available in Sudan yet. Don't worry, we're launching in new countries as often as possible. Be sure to...",App Bug & Performance,Account & Login Access,False,True,"The user is experiencing a sudden loss of access to the service in a sanctioned region, which requires manual account and regional compliance review.","Hey! That sounds incredibly frustrating, especially after using it for two years. Since this involves regional access restrictions, I'm escalating this to our specialist team to look into your account status. Hang tight! /AI"
958,@SpotifyCares indonesia!,"@USER Hmm, is this what you're looking for: /MA",App Bug & Performance,Feature Request & Feedback,False,False,The user is expressing a general sentiment or request regarding the Indonesian market without reporting a specific technical failure or billing issue.,Hey there! We love seeing our Indonesian community grow. 🇮🇩 Is there a specific feature or artist you're hoping to see? Let us know! /AI
1083,"@SpotifyCares It never showed up, only on different accounts....compared all...all settings the same...still not working",@USER No worries. Can you DM us your account's email address? We'll take a look backstage /DV,Account & Login Access,Playlist & Library Sync,True,False,"The user is experiencing a sync issue where content is missing on one account despite identical settings, which is an auto-resolvable technical issue.","Hey! That sounds frustrating. Since the settings match, it might be a sync glitch. Try logging out and back in, or clearing the app cache. If it's still missing, let us know! /AI"
514,"@USER @SpotifyCares for some reason my activity on Spotify no longer shows on facebook, how do i fix that? the last time it showed a song was the 25th of September","@USER Hey Bradley! We're afraid we no longer share your listening activity to Facebook. Rest assured, your feedback will be passed on to the right folks /LP",App Bug & Performance,App Bug & Performance,False,False,This is a technical sync issue between platforms that can be resolved by checking app permissions and settings.,"Hey! That's definitely annoying. 😕 Try disconnecting and reconnecting your Facebook account in Spotify's Social settings. If that doesn't work, make sure you haven't changed your privacy settings on Facebook. Let us know if it's still stuck! /AI"
1988,@SpotifyCares When I click a song nothing happens and the “shuffle” button shakes... I’ve recorded my screen to you...,@USER That's odd. Can you DM us your account's username and email address? We'll take a look backstage /KL,Audio Playback Failure,App Bug & Performance,False,False,The issue is a technical app malfunction (UI unresponsiveness) which can be resolved via troubleshooting steps.,"Oof, that shake is definitely not the vibe we're going for! 📉 Since you've got a screen recording, please DM it to us so our tech team can take a look. In the meantime, try clearing your app cache or reinstalling the app to see if that fixes the glitch. /AI"
1133,"@SpotifyCares Laptop Dell, windows 10, Google chrome, wifi 4g network, and another device moto g 5plus",@USER Thanks! Does using a different browser help? Keep us in the loop /KL,App Bug & Performance,App Bug & Performance,False,False,"The user provided device and network details, likely in response to a troubleshooting request for a technical issue, which is typically auto-resolvable.",Thanks for the details! That helps us narrow it down. Could you let us know what specific issue you're experiencing on those devices? 🎧 /AI
1762,"@SpotifyCares Hey, I need help because I'm having some issues.","@USER Hey Gabriel! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what we can suggest /JI",App Bug & Performance,Account & Login Access,False,True,"The user reports general issues without specific details, requiring human verification to determine if it is an account security or login problem.",Hey there! Sorry to hear you're running into trouble. Could you give us a quick rundown of what's happening? We'll get a specialist on it right away. /AI
1930,@SpotifyCares iPhone 7+. iOS 11.1.2. Spotify 8.4.28.1104. Thank you.,"@USER Thanks for the info. Does logging out then back in help? If it doesn't, could you try restarting the device by holding Home + Lock for 10 seconds? Let us know how it goes /JS",App Bug & Performance,Feature Request & Feedback,False,False,"The user is providing device and app version details, likely in response to a previous request or as general feedback, without reporting a specific error or billing issue.","Thanks for the details! We've noted your device info. If you're still experiencing issues, let us know what's happening! 📱 /AI"
23,@USER make the app available is south Africa plzzzzzz,@USER Hey there! We're launching in new countries as often as possible. Be sure to add your email at /JX,Content Availability,Feature Request & Feedback,False,False,"This is a general feature request regarding regional availability, not an account or billing issue.","Hey there! We're always working to bring Spotify to more places, but we don't have a specific timeline for South Africa just yet. Keep an eye on our blog for updates! 🌍 /AI"
1476,@USER Where’s the JPN Ver. Of BOOMBAYAH 🤔,"@USER Hey Leo! We’d love to have all of their stuff available, but we have some info about content here: /SY",App Bug & Performance,Content Availability,False,False,"The user is inquiring about the availability of a specific regional version of a track, which is a standard catalogue question.","Hey! We're checking on that JPN version for you. Sometimes specific regional releases take a bit to hit the shelves, but we'll keep an eye out! 🎧 /AI"
234,@USER your web player keeps freezing and won't play anything. Sooooo annoying. 😒,@USER Hey Liz! Can you let us know what internet browser you're using? We'll be right here waiting /KL,Audio Playback Failure,App Bug & Performance,False,False,This is a standard performance issue that can be resolved with troubleshooting steps.,"Sorry to hear the web player is acting up! 🥶 Try clearing your browser cache or trying a different browser to see if that helps. If it persists, let us know which browser you're using so we can dig deeper. /AI"
1396,@SpotifyCares It also crashes when I lock my phone too! I have an LG x Power 2,@USER Sweet. Are you getting any specific error messages? A screenshot would come in handy /NS,App Bug & Performance,App Bug & Performance,False,False,This is a standard app stability issue that can be resolved with troubleshooting steps.,"Ouch, that's definitely not the vibe we want! 📱 Since it's crashing on your LG X Power 2, try clearing the app cache or updating to the latest version. If it keeps happening, let us know so we can dig deeper! /AI"
1812,Perfect velvet isn't available in spotify ph yet????,@USER Hi there! Is this what you're looking for: /DD,Content Availability,Content Availability,False,False,This is a standard content availability inquiry which can be handled with a standard response.,"Hey! We're sorry, but that track isn't available in the Philippines yet. Availability can vary by region due to licensing, but we're always working to add more music. Thanks for your patience! 🎧 /AI"
1099,"@USER @SpotifyCares spotify, hello, good day, can u help me out? tried texting to 20600 too but nothing.","@USER Hey there! Don't worry, help's here. Can you DM us your account's email address or username? We'll take a look backstage /MT",App Bug & Performance,Account & Login Access,False,True,"The user is unable to reach support via SMS and is requesting assistance, which typically indicates an account access or login issue requiring human intervention.","Hey there! Sorry you're having trouble getting in touch. Since you can't reach us via text, I'm flagging this for our human team to help you out directly. Hang tight! /AI"
1537,"@USER @USER @USER @SpotifyCares Sorry for the incovenience but why the band ""Comme Restus"" is no longer avaliable in the spotify plataform?","@USER Hey there! Sometimes, content is temporarily removed because of licensing changes. Hopefully, we'll have it available again soon. There's more info here: 🙂 /JI",App Bug & Performance,Content Availability,False,False,This is a standard content availability inquiry which can be handled with general information about licensing.,"Hey there! Thanks for reaching out. Sometimes artists or labels change their licensing agreements, which can cause tracks to disappear from the platform. We're sorry you can't listen to Comme Restus right now, but we're always working to bring more music to you! 🎶 /AI"
1574,Is there a reason why I have to keep opening the app to control Spotify? As oppose to doing it from the ios home screen @SpotifyCares,@USER Hey there! Which iOS and Spotify version are you running? We'll see what we can suggest /MA,App Bug & Performance,Feature Request & Feedback,False,False,"This is a product feedback request regarding UI convenience, not a critical error.",We hear you! Having to open the app just to control playback is annoying. We've passed this feedback to our product team to see if we can improve the home screen controls. Thanks for the heads up! 🎧 /AI
1312,@USER when are you updating the iOS app for iPhone X?,"@USER Hey! We don't have any info to share about this right now, but we’re working on it as we speak. Stay tuned /NQ",App Bug & Performance,Feature Request & Feedback,False,False,This is a general inquiry about app updates and does not indicate a critical issue requiring human intervention.,"Hey! We're always working on improving the app for all devices, including the iPhone X. Keep an eye on your App Store for the latest updates! 📱 /AI"
601,"Hi @SpotifyCares what do you think of ""Anywhere"" by @USER? I'd love to hear it from ""Today's Top Hits"". I'm looking forward! X","@USER Thanks for the feedback! Our Curation team's independent &amp; use data and trends to create playlists, but we'll pass on your thoughts /DR",App Bug & Performance,Feature Request & Feedback,False,False,"User is providing positive feedback and expressing a wish for a song to be included in a playlist, which is a standard feature request.",Thanks for the shout-out! We've passed your request along to the playlist curators. Keep an ear out for it! 🎶 /AI
890,"@SpotifyCares hey my play.spotify isnt working. the play button refuses to work and its my account that doesnt work, tried on more pc's","@USER Hi! Can you let us know the device make and model, operating system, and Spotify version you're using? We'll see what we can suggest /GK",Account & Login Access,Account & Login Access,True,True,"The user is experiencing account-specific access issues that persist across multiple devices, requiring manual account verification.","Hey! Sorry to hear your account is acting up on multiple devices. That sounds like a specific account issue, so I'm flagging this for our support team to take a closer look. Hang tight! /AI"
323,@USER Do existing subscribers get this deal? It’d be nice!,"@USER Hey Michael, helps here! This offer is for new subscribers, and subscribers who haven't taken part in any other offers. For more info on our current offers, head here: If you ever need anything else, just shout and we'll come running 🏃 /ZO",App Bug & Performance,Feature Request & Feedback,False,False,"This is a general inquiry about a potential promotion and a suggestion, not a billing dispute or account issue.","Thanks for the suggestion! We've passed that along to the team. For now, keep an eye on your email for any exclusive offers! 🎧 /AI"
929,My music is constantly stopping and it’s pissing me off what is it my phone or the app @USER @USER,"@USER Hi Deyra. Don't worry, we'll look into this. Can you tell us what phone, operating system, and app version you're using? We'll see what we can suggest /JU",App Bug & Performance,Audio Playback Failure,False,False,This is a standard playback issue that can be resolved with troubleshooting steps.,"Hey! Sorry about the interruptions, that's definitely annoying. 🎧 Try restarting the app and checking your connection first. If it keeps happening, let us know! /AI"
6,@SpotifyCares No it’s hasn’t. I’ve tried it multiple times,"@USER Hmm. Is this happening over WiFi, mobile data, or offline mode? We'll take a closer look /JE",App Bug & Performance,Account & Login Access,False,True,"The user reports persistent failure to resolve an issue despite multiple attempts, indicating a potential account access or technical blocker requiring human intervention.",I'm really sorry to hear you're still stuck after trying multiple times. Let's get a human specialist on this to sort it out for you. /AI
1953,@SpotifyCares I’m using IOS 11.1.1 and spotify version was the photo attached. The reputation album of taylor swift only contains ..ready for it and look what you made me do.,"@USER 2: For now, check out the singles: Hope this clears things up /AY",App Bug & Performance,Content Availability,False,False,"This is a standard content availability issue regarding missing tracks in an album, which can be auto-resolved.",Hey! Thanks for flagging that. It looks like some tracks from that album might be missing due to licensing or regional restrictions. We're looking into it to make sure your library is complete. 🎧 /AI
1478,"@SpotifyCares Hey, the sound from the ads keeps playing over my music. Any way I can stop this?",@USER Hey there! Can you let us know which device and operating system you're using? We'll see what we can suggest /NQ,Audio Playback Failure,Audio Playback Failure,False,False,This is a standard playback issue that can be resolved with troubleshooting steps.,"Hey! That's super annoying. Try restarting the app or checking your device's audio settings to see if another app is interfering. If it persists, let us know! /AI"
1793,@SpotifyCares can u give me a premium acc on spotify,"@USER We're afraid that's not possible right now. In the meantime, check out Premium for Family here: Hope this helps /LP",Billing & Subscription,Feature Request & Feedback,True,False,The user is requesting a free product rather than reporting a technical issue or billing dispute.,"Hey there! While we can't just hand out free Premium accounts, we do have a free tier with ads if you're just looking to listen. If you're a student, check out our student discount! 🎧 /AI"
